Lake_Area_km2,Dam_Slope_deg,Lake_Temp_C,Elevation_m,Risk_Index
0.7613,29.71,4.49,4015.51,0.6728
0.975,16.54,2.38,5691.4,0.616
1.0572,18.77,4.38,3895.72,0.6613
0.8569,14.1,3.27,4639.15,0.549
0.1752,32.98,4.88,5014.25,0.5746
0.4464,8.56,2.26,5229.66,0.3621
1.2072,33.01,3.32,4457.67,0.8134
0.2998,25.52,3.47,5672.75,0.5241
0.4901,20.95,2.3,4920.8,0.4708
0.5674,5.98,0.79,4598.77,0.2985
0.5768,19.27,0.51,3668.1,0.3679
0.8007,17.23,0.09,4661.72,0.4438
1.2266,9.84,4.8,5551.84,0.7184
0.3205,24.69,1.3,5036.35,0.419
0.1667,34.13,1.16,5580.41,0.4692
0.2647,21.87,4.05,4735.03,0.4656
1.1541,26.44,1.76,3796.15,0.6576
0.8431,7.05,2.78,3534.1,0.4223
0.3788,17.53,0.89,4258.05,0.3295
1.0626,8.49,5.28,5244.98,0.6615
1.1212,23.38,4.68,5475.65,0.7946
1.102,33.15,4.75,4239.38,0.8255
1.1954,24.85,2.24,4739.13,0.7118
0.3354,7.3,4.19,4552.8,0.3602
0.984,15.64,0.79,4526.31,0.5066
0.6041,21.52,0.05,4078.37,0.3953
1.0962,17.1,0.11,3840.93,0.5015
0.9498,30.01,3.23,3991.72,0.6866
1.0116,29.44,2.5,3638.33,0.66
0.8564,23.35,2.85,3995.33,0.5871
0.2389,16.2,0.04,3523.0,0.2147
0.7131,12.66,2.32,5068.15,0.475
1.2802,8.18,3.95,4290.94,0.6393
1.2192,15.65,2.43,5932.86,0.695
0.0657,17.4,4.03,3984.29,0.3353
0.2226,25.27,1.28,4364.57,0.3662
0.1799,24.74,4.47,4394.6,0.4657
0.9465,7.1,3.24,3521.13,0.4708
1.0649,16.86,1.16,5598.02,0.5983
0.2854,10.45,1.3,3579.99,0.2279
0.6625,9.7,3.45,5850.45,0.5065
1.0945,29.82,4.56,5730.19,0.8474
0.9553,6.26,2.29,4838.8,0.4844
0.7095,17.58,1.42,4858.99,0.475
0.7715,10.05,4.77,5134.44,0.5624
0.6658,31.38,3.68,4467.63,0.6464
0.3938,21.71,2.46,5118.06,0.4614
0.7389,11.94,2.68,3611.92,0.4316
0.8987,20.07,1.12,3635.12,0.4947
1.1366,26.94,3.45,4643.08,0.7518
0.8308,33.74,1.97,4874.06,0.6714
0.9918,11.61,5.48,5719.54,0.6927
0.2165,31.59,2.64,3761.65,0.4439
0.6054,33.03,2.67,5556.62,0.6487
0.022,32.49,3.11,4025.12,0.4194
0.3282,24.06,5.04,4485.21,0.5299
0.9471,23.89,4.4,4291.51,0.6878
1.2894,17.1,2.48,4500.39,0.6735
0.1379,27.57,3.95,3876.24,0.4374
0.5279,20.94,3.22,4758.93,0.5094
1.0421,25.32,2.71,5504.11,0.7164
0.2732,17.85,1.06,4603.84,0.3198
0.7261,26.94,2.55,4726.53,0.5961
0.9557,29.73,1.35,5621.92,0.6829
0.8046,9.39,5.03,5265.15,0.5816
0.2526,29.99,1.84,4726.14,0.4507
0.4684,21.21,5.24,4144.24,0.5422
1.0211,30.34,2.93,5712.32,0.7693
0.725,17.94,3.47,4942.55,0.5607
0.0167,16.37,2.99,4052.87,0.2763
0.9917,32.45,0.71,4172.8,0.636
0.0556,12.54,2.07,5507.83,0.2802
0.972,30.33,0.55,3610.36,0.5835
0.2712,19.52,3.43,5980.23,0.4747
1.2459,20.42,2.46,3825.88,0.6609
0.4846,14.25,4.28,5490.17,0.5065
0.4317,22.19,1.21,4486.94,0.4065
0.2021,14.76,0.91,4730.54,0.271
0.4042,6.18,2.23,5701.63,0.3465
1.1409,13.16,5.1,4532.28,0.6906
1.2953,5.19,3.91,4843.73,0.639
0.4851,34.35,2.3,3623.25,0.5323
0.5887,33.97,2.84,3505.87,0.5758
0.9415,16.85,0.46,4112.0,0.4753
1.1532,26.85,5.42,5201.46,0.8501
0.775,15.37,3.67,3803.16,0.5158
0.5151,25.13,1.57,3784.4,0.4424
0.5423,29.16,3.22,4527.4,0.575
0.9073,33.4,0.6,5119.59,0.6521
0.0142,17.01,5.31,5280.18,0.4145
0.8093,28.5,0.96,3946.13,0.5461
0.4686,12.98,3.56,3698.97,0.3929
1.0345,34.71,1.35,5850.99,0.759
0.13,5.77,3.95,4151.67,0.2592
0.7688,23.11,4.27,5633.37,0.6752
0.6305,24.79,3.7,5658.73,0.6274
0.8386,25.64,3.38,5431.31,0.678
0.0937,8.61,4.91,3922.08,0.2981
0.7582,33.16,0.43,5554.5,0.6153
0.7343,10.44,1.82,5423.13,0.4585
0.7333,23.68,1.37,4991.81,0.5381
0.7885,11.68,5.43,4343.01,0.5739
0.8826,14.22,2.14,4156.27,0.4975
1.0484,21.39,4.03,3804.72,0.6647
0.3581,17.52,3.77,4774.39,0.4484
1.0743,9.81,1.17,4963.15,0.5157
0.6527,10.13,1.31,4398.35,0.3712
0.1094,17.54,1.55,4688.4,0.2879
0.0855,27.72,2.26,4408.79,0.3824
0.4412,31.94,1.29,5102.52,0.5205
1.0225,7.52,0.11,5753.15,0.4732
0.9229,16.79,4.84,3909.8,0.6203
1.0273,8.01,5.31,4453.52,0.616
0.6773,5.5,1.88,3852.17,0.338
0.5779,24.85,1.86,5062.36,0.5209
0.2002,23.07,0.04,5322.18,0.3337
0.4334,9.89,3.74,5829.78,0.4473
0.5699,12.01,4.54,4197.18,0.4713
0.1243,5.71,0.81,5875.53,0.2117
0.2946,30.05,0.88,3658.16,0.3865
0.7817,34.24,4.35,5007.53,0.7525
0.959,9.06,3.39,3642.83,0.5017
1.2979,11.94,0.25,5734.44,0.6002
1.2137,31.05,3.42,4824.52,0.8169
0.8389,32.79,1.7,5173.37,0.6679
0.5534,17.59,2.03,5578.93,0.478
0.8307,6.52,4.23,3875.78,0.4803
1.0235,6.18,4.46,3596.48,0.5339
0.1627,22.22,2.2,5697.2,0.4084
0.5388,16.79,5.21,4287.33,0.5306
1.0933,5.86,2.24,3822.45,0.481
0.5051,22.5,4.25,4671.15,0.5497
0.7477,5.34,2.66,4995.77,0.4324
0.7682,28.62,4.94,3577.43,0.6644
0.248,14.19,4.99,4187.24,0.4069
0.4773,6.21,0.48,3582.0,0.2208
0.4415,22.65,5.15,4550.84,0.5593
0.0438,16.93,4.54,5737.75,0.4132
0.0412,34.21,4.35,5956.63,0.5624
1.0829,21.33,1.11,5092.62,0.6201
0.3623,13.26,4.43,3904.09,0.4024
0.6783,26.28,4.68,5764.62,0.6947
0.3954,13.14,1.59,4790.62,0.3437
1.2235,32.13,5.24,3884.37,0.8578
0.3445,16.24,0.27,5804.32,0.3472
0.5643,21.5,0.82,5393.67,0.4635
1.1358,6.52,2.96,5329.26,0.5862
1.0961,17.78,3.17,5272.95,0.6759
0.2501,29.97,3.55,4000.85,0.483
1.0454,29.17,0.09,4027.52,0.5961
0.6011,11.73,5.28,5220.73,0.5463
0.633,11.78,0.25,4049.31,0.3268
0.1822,29.52,0.79,4596.68,0.3817
0.114,32.91,0.08,5455.0,0.3983
0.949,7.86,3.12,5459.88,0.5512
0.6504,18.5,5.13,4633.15,0.5906
0.5735,15.12,3.66,5480.47,0.5184
0.9511,31.12,4.52,5596.55,0.8076
0.9975,7.51,0.07,5136.94,0.4393
0.215,11.33,2.98,4071.06,0.2945
0.7972,27.57,2.53,4185.03,0.601
0.1846,6.54,2.74,4287.1,0.244
0.9793,19.78,0.4,3792.01,0.4971
0.8575,18.26,3.76,4182.9,0.5844
1.244,15.03,2.77,4023.8,0.6333
0.099,16.84,4.21,4638.32,0.3734
0.0836,20.9,2.67,5771.09,0.3928
0.374,9.84,0.82,3761.2,0.2397
